item,value,coordinate_location
http://www.wikidata.org/entity/Q753037,GT-CQ,Point(-89.543611111 14.799444444)
http://www.wikidata.org/entity/Q756617,DK,Point(-6.844444444 61.97)
http://www.wikidata.org/entity/Q756617,DK,Point(-40.0 72.0)
http://www.wikidata.org/entity/Q756617,DK,Point(10.0 56.0)
http://www.wikidata.org/entity/Q764385,NA-OS,Point(14.8 -18.4)
http://www.wikidata.org/entity/Q780784,GT-ZA,Point(-89.528333333 14.9725)
http://www.wikidata.org/entity/Q781921,MT-28,Point(14.544722222 35.841666666)
http://www.wikidata.org/entity/Q789794,MT-02,Point(14.453333333 35.8975)
http://www.wikidata.org/entity/Q795591,GT-PR,Point(-90.068611111 14.853888888)
http://www.wikidata.org/entity/Q800124,MM-02,Point(96.486389 17.333889)
http://www.wikidata.org/entity/Q806070,SO-BN,Point(45.262222222 2.049722222)
http://www.wikidata.org/entity/Q808172,BD-02,Point(90.1264 22.1508)
http://www.wikidata.org/entity/Q810793,GB-BAS,Point(-2.32 51.39)
http://www.wikidata.org/entity/Q815077,SC-09,Point(55.45 -4.633333333)
http://www.wikidata.org/entity/Q817327,LS-K,Point(28.666666666 -29.5)
http://www.wikidata.org/entity/Q818742,MM-15,Point(97.666666666 16.166666666)
http://www.wikidata.org/entity/Q818774,CI-18,Point(-5.916666666 6.25)
http://www.wikidata.org/entity/Q820486,CI-06,Point(-7.666666666 7.333333333)
http://www.wikidata.org/entity/Q820802,MA-BER,Point(-2.317469444 34.917613888)
http://www.wikidata.org/entity/Q822571,BI-MY,Point(30.323611111 -2.823611111)
http://www.wikidata.org/entity/Q824431,GM-M,Point(-14.963056 13.570833)
http://www.wikidata.org/entity/Q825799,PA-2,Point(-80.5 8.5)
http://www.wikidata.org/entity/Q825799,PA-2,Point(-80.41667 8.56667)
http://www.wikidata.org/entity/Q837629,CZ-713,Point(17.1125 49.471388888)
http://www.wikidata.org/entity/Q838301,CZ-532,Point(15.780833333 50.037777777)
http://www.wikidata.org/entity/Q839083,CI-12,Point(-5.833333333 7.166666666)
http://www.wikidata.org/entity/Q842495,CI-13,Point(-3.25 5.5)
http://www.wikidata.org/entity/Q842495,CI-13,Point(-3.4 5.733333333)
http://www.wikidata.org/entity/Q842939,NG-IM,Point(7.033333333 5.483333333)
http://www.wikidata.org/entity/Q844528,HT-CE,Point(-72.0 19.0)
http://www.wikidata.org/entity/Q844528,HT-CE,Point(-72.016666666 19.15)
http://www.wikidata.org/entity/Q844543,GR-64,Point(23.5 40.33)
http://www.wikidata.org/entity/Q844921,LS-A,Point(28.0 -29.5)
http://www.wikidata.org/entity/Q845172,CM-LT,Point(9.698611111 4.045833333)
http://www.wikidata.org/entity/Q845540,BS-SS,Point(-74.49306 24.03667)
http://www.wikidata.org/entity/Q845540,BS-SS,Point(-74.488888888 24.036111111)
http://www.wikidata.org/entity/Q845709,CI-02,Point(-6.5 7.0)
http://www.wikidata.org/entity/Q845817,GQ-BS,Point(8.64 3.44)
http://www.wikidata.org/entity/Q846593,MT-20,Point(14.516944444 35.887777777)
http://www.wikidata.org/entity/Q848560,CF-UK,Point(21.0 6.0)
http://www.wikidata.org/entity/Q848578,CF-HM,Point(26.0 6.0)
http://www.wikidata.org/entity/Q849807,PG-WHM,Point(144.5 -5.666666666)
http://www.wikidata.org/entity/Q850043,BF-02,Point(-4.5 10.25)
http://www.wikidata.org/entity/Q852468,CZ-207,Point(14.902777777 50.410833333)
http://www.wikidata.org/entity/Q852480,CZ-427,Point(14.033055555 50.661111111)
http://www.wikidata.org/entity/Q852541,CZ-723,Point(17.993055555 49.340277777)
http://www.wikidata.org/entity/Q853152,RW-02,Point(30.5 -1.75)
http://www.wikidata.org/entity/Q853405,BF-07,Point(-1.166666666 11.5)
http://www.wikidata.org/entity/Q853664,PG-MPL,Point(146.666666666 -6.833333333)
http://www.wikidata.org/entity/Q853861,LT-KU,Point(23.8925 54.897222222)
http://www.wikidata.org/entity/Q855327,CG-5,Point(14.8167 -0.866666666)
http://www.wikidata.org/entity/Q856010,NZ-WGN,Point(174.766666666 -41.283333333)
http://www.wikidata.org/entity/Q856261,SN-DB,Point(-16.25 14.75)
http://www.wikidata.org/entity/Q856781,MM-06,Point(96.166666666 17.0)
http://www.wikidata.org/entity/Q867126,HN-FM,Point(-87.216666666 14.1)
http://www.wikidata.org/entity/Q870191,GN-K,Point(-9.25 10.5)
http://www.wikidata.org/entity/Q871222,PW-100,Point(134.51667 7.41667)
http://www.wikidata.org/entity/Q873012,ER-GB,Point(37.5 15.25)
http://www.wikidata.org/entity/Q874942,PG-CPM,Point(148.0 -10.0)
http://www.wikidata.org/entity/Q170568,IR-21,Point(54.357 31.8948)
http://www.wikidata.org/entity/Q221734,KP-13,Point(130.384444444 42.344444444)
http://www.wikidata.org/entity/Q231331,DZ-31,Point(-0.633333333 35.7)
http://www.wikidata.org/entity/Q233236,SY-LA,Point(36.02 35.58)
http://www.wikidata.org/entity/Q233651,DZ-39,Point(7.183333333 33.116666666)
http://www.wikidata.org/entity/Q233675,DZ-45,Point(-0.316666666 33.266666666)
http://www.wikidata.org/entity/Q234501,CO-TOL,Point(-75.233333333 4.433333333)
http://www.wikidata.org/entity/Q235810,DZ-26,Point(2.75 36.266666666)
http://www.wikidata.org/entity/Q236027,SA-03,Point(39.5 25.0)
http://www.wikidata.org/entity/Q237258,TW-ILA,Point(121.75 24.75)
http://www.wikidata.org/entity/Q238931,KZ-MAN,Point(52.0 43.866666666)
http://www.wikidata.org/entity/Q240419,CZ-524,Point(16.274722222 50.163333333)
http://www.wikidata.org/entity/Q241129,TN-23,Point(9.866666666 37.266666666)
http://www.wikidata.org/entity/Q241551,IS-6,Point(-18.1 65.68333333)
http://www.wikidata.org/entity/Q244512,PT-10,Point(-8.806944444 39.743888888)
http://www.wikidata.org/entity/Q244691,TH-80,Point(99.963611111 8.418611111)
http://www.wikidata.org/entity/Q244978,KM-G,Point(43.333333333 -11.583333333)
http://www.wikidata.org/entity/Q247037,PS-BTH,Point(35.3 31.65)
http://www.wikidata.org/entity/Q249904,TW-TTT,Point(120.933333333 22.933333333)
http://www.wikidata.org/entity/Q254889,BT-15,Point(89.583333333 27.583333333)
http://www.wikidata.org/entity/Q266444,MD-OC,Point(27.5 48.416666666)
http://www.wikidata.org/entity/Q269680,AZ-AST,Point(48.666666666 38.5)
http://www.wikidata.org/entity/Q272662,TR-18,Point(33.366111111 40.735555555)
http://www.wikidata.org/entity/Q275720,YE-AM,Point(43.929 15.646)
http://www.wikidata.org/entity/Q275752,YE-MR,Point(51.733333333 16.8)
http://www.wikidata.org/entity/Q275755,YE-HU,Point(43.25 14.766666666)
http://www.wikidata.org/entity/Q275758,TH-63,Point(99.125 16.883888888)
http://www.wikidata.org/entity/Q275784,AZ-AGS,Point(47.466666666 40.633333333)
http://www.wikidata.org/entity/Q279072,SI-016,Point(14.85 46.466666666)
http://www.wikidata.org/entity/Q281109,GA-1,Point(9.429167 -0.394444)
http://www.wikidata.org/entity/Q287789,ML-2,Point(-7.624444 13.944722)
http://www.wikidata.org/entity/Q289419,UG-412,Point(29.883333333 -0.733333333)
http://www.wikidata.org/entity/Q290292,TT-SGE,Point(-61.133333 10.566667)
http://www.wikidata.org/entity/Q304589,MT-19,Point(14.454444444 35.904166666)
http://www.wikidata.org/entity/Q309172,MH-KWA,Point(167.733333333 8.716666666)
http://www.wikidata.org/entity/Q309469,SD-GZ,Point(33.5 14.5)
http://www.wikidata.org/entity/Q319965,SS-UY,Point(29.7 9.0)
http://www.wikidata.org/entity/Q321729,EC-C,Point(-78.083333333 0.75)
http://www.wikidata.org/entity/Q326254,PG-MPM,Point(145.333333333 -5.166666666)
http://www.wikidata.org/entity/Q327510,TH-31,Point(103.102222222 14.994166666)
http://www.wikidata.org/entity/Q327737,TH-43,Point(102.744444444 17.868055555)
http://www.wikidata.org/entity/Q328158,YE-HJ,Point(43.6 15.7)
http://www.wikidata.org/entity/Q329060,LY-JI,Point(13.0 32.15)
http://www.wikidata.org/entity/Q330790,AZ-XCI,Point(46.783333333 39.9)
http://www.wikidata.org/entity/Q330796,AZ-QAX,Point(46.91666667 41.41666667)
http://www.wikidata.org/entity/Q330813,AZ-XVD,Point(47.4167 40.0333)
http://www.wikidata.org/entity/Q334841,TH-73,Point(100.116388888 13.916388888)
http://www.wikidata.org/entity/Q334888,LA-CH,Point(105.866 14.883)
http://www.wikidata.org/entity/Q335119,TH-49,Point(104.726111111 16.546111111)
http://www.wikidata.org/entity/Q335221,TH-21,Point(101.278333333 12.675555555)
http://www.wikidata.org/entity/Q337514,NG-AD,Point(12.5 9.33333333)
http://www.wikidata.org/entity/Q368105,CZ-631,Point(15.581016666 49.613155555)
http://www.wikidata.org/entity/Q378813,NR-03,Point(166.9425 -0.505277777)
http://www.wikidata.org/entity/Q379658,MZ-L,Point(32.333333333 -25.5)
http://www.wikidata.org/entity/Q380752,TH-41,Point(102.989614 17.429408)
http://www.wikidata.org/entity/Q380761,TH-33,Point(104.321666666 15.12)
http://www.wikidata.org/entity/Q382144,TH-46,Point(103.506944444 16.4325)
http://www.wikidata.org/entity/Q383150,KE-40,Point(40.0 -1.5)
http://www.wikidata.org/entity/Q386093,AG-06,Point(-61.783333333 17.016666666)
http://www.wikidata.org/entity/Q388995,TR-61,Point(39.812222222 40.780555555)
http://www.wikidata.org/entity/Q390331,MA-09,Point(-7.616666666 33.0)
http://www.wikidata.org/entity/Q393910,SI-191,Point(15.8 46.283333333)
http://www.wikidata.org/entity/Q405165,MH-ALL,Point(168.733333333 7.5)
http://www.wikidata.org/entity/Q427201,GB-CGV,Point(-6.398 54.461)
http://www.wikidata.org/entity/Q427658,KZ-ATY,Point(51.883333333 47.116666666)
http://www.wikidata.org/entity/Q430693,TR-50,Point(34.688055555 38.781666666)
http://www.wikidata.org/entity/Q457491,AZ-CAB,Point(47.0 39.3)
http://www.wikidata.org/entity/Q463959,NG-TA,Point(10.5 8.0)
http://www.wikidata.org/entity/Q466019,EC-O,Point(-79.9667 -3.266669444)
http://www.wikidata.org/entity/Q466031,KH-8,Point(104.933333333 11.466666666)
http://www.wikidata.org/entity/Q467491,AZ-SKR,Point(46.026388888 40.8325)
http://www.wikidata.org/entity/Q482975,TR-70,Point(33.083333333 37.016666666)
http://www.wikidata.org/entity/Q483100,TR-58,Point(37.295 39.519722222)
http://www.wikidata.org/entity/Q483173,TR-24,Point(39.33 39.678333333)
http://www.wikidata.org/entity/Q483472,TR-38,Point(35.49683 38.73695)
http://www.wikidata.org/entity/Q484392,TR-71,Point(33.716111111 39.869722222)
http://www.wikidata.org/entity/Q485605,KZ-KUS,Point(63.633333333 53.2)
http://www.wikidata.org/entity/Q487089,UZ-FA,Point(71.35 40.43)
http://www.wikidata.org/entity/Q487401,TM-M,Point(62.0 37.0)
http://www.wikidata.org/entity/Q501696,BD-D,Point(89.25 22.916666666)
http://www.wikidata.org/entity/Q506646,KH-24,Point(102.608611 12.855278)
http://www.wikidata.org/entity/Q514173,BF-OUD,Point(-0.233333333 14.45)
http://www.wikidata.org/entity/Q518210,MH-WTJ,Point(170.016666666 9.433333333)
http://www.wikidata.org/entity/Q534799,TR-34,Point(28.868333333 41.1575)
http://www.wikidata.org/entity/Q544762,OM-MA,Point(58.54 23.61)
http://www.wikidata.org/entity/Q546437,MA-TAT,Point(-7.9725 29.742777777)
http://www.wikidata.org/entity/Q549522,EC-S,Point(-78.133333333 -2.366666666)
http://www.wikidata.org/entity/Q550249,BB-06,Point(-59.533333333 13.2)
http://www.wikidata.org/entity/Q552354,KW-AH,Point(48.084 29.077)
http://www.wikidata.org/entity/Q557539,TZ-02,Point(39.25 -6.75)
http://www.wikidata.org/entity/Q578879,GR-42,Point(22.438333333 39.624444444)
http://www.wikidata.org/entity/Q578879,GR-42,Point(22.5 39.66666667)
http://www.wikidata.org/entity/Q582488,CZ-644,Point(16.887777777 48.758055555)
http://www.wikidata.org/entity/Q585707,LA-XE,Point(106.65 15.7166)
http://www.wikidata.org/entity/Q587062,BT-23,Point(89.866667 27.616667)
http://www.wikidata.org/entity/Q590802,GA-3,Point(10.5 -0.5)
http://www.wikidata.org/entity/Q596885,GB-BGW,Point(-3.196388888 51.775833333)
http://www.wikidata.org/entity/Q597464,MT-23,Point(14.485 35.841944444)
http://www.wikidata.org/entity/Q598793,BT-44,Point(91.0 27.666666666)
http://www.wikidata.org/entity/Q600200,BT-TY,Point(91.416666666 27.666666666)
http://www.wikidata.org/entity/Q21712462,BS-MG,Point(-72.95389 22.38417)
http://www.wikidata.org/entity/Q24205498,CD-KG,Point(17.03988075 -4.82184505)
http://www.wikidata.org/entity/Q38249615,UG-431,Point(30.1 -1.18333333)
http://www.wikidata.org/entity/Q43371075,SL-NW,
http://www.wikidata.org/entity/Q66278313,IN-JK,Point(74.806111111 34.091111111)
http://www.wikidata.org/entity/Q17070,FR-RE,Point(55.5325 -21.114444444)
http://www.wikidata.org/entity/Q18826,PG-NSB,Point(155.0 -6.0)
http://www.wikidata.org/entity/Q23077,GB-LAN,Point(-2.6 53.8)
http://www.wikidata.org/entity/Q23079,GB-NBL,Point(-2.0 55.166666666)
http://www.wikidata.org/entity/Q23115,GB-NTH,Point(-0.833333333 52.283333333)
http://www.wikidata.org/entity/Q23129,GB-HEF,Point(-2.75 52.083333333)
http://www.wikidata.org/entity/Q23165,GB-GLS,Point(-2.166666666 51.833333333)
http://www.wikidata.org/entity/Q25396,NL-BQ1,Point(-68.25 12.183333333)
http://www.wikidata.org/entity/Q25528,NL-BQ2,Point(-63.2375 17.6325)
http://www.wikidata.org/entity/Q26067,DK-81,Point(9.67 57.18)
http://www.wikidata.org/entity/Q26888,GB-CRY,Point(-0.098888888 51.371111111)
http://www.wikidata.org/entity/Q26915,GR-07,Point(22.25 38.5)
http://www.wikidata.org/entity/Q29937,EG-ASN,Point(32.82 23.59)
http://www.wikidata.org/entity/Q30682,EG-MT,Point(27.15 29.82)
http://www.wikidata.org/entity/Q30946,EG-KFS,Point(30.93 31.3)
http://www.wikidata.org/entity/Q33379,VN-05,Point(104.0 21.166666666)
http://www.wikidata.org/entity/Q33396,VN-13,Point(107.333333333 21.25)
http://www.wikidata.org/entity/Q33403,VN-09,Point(106.5 21.75)
http://www.wikidata.org/entity/Q33408,VN-56,Point(106.1 21.1)
http://www.wikidata.org/entity/Q34110,MX-OAX,Point(-96.414166666 16.898055555)
http://www.wikidata.org/entity/Q34366,AU-TAS,Point(147.0 -42.0)
http://www.wikidata.org/entity/Q36526,PG-NCD,Point(147.149444444 -9.478888888)
http://www.wikidata.org/entity/Q36579,VN-25,Point(107.0 16.75)
http://www.wikidata.org/entity/Q36903,VN-36,Point(108.833333333 11.75)
http://www.wikidata.org/entity/Q36955,VN-71,Point(103.016666666 21.383333333)
http://www.wikidata.org/entity/Q38589,KE-600,Point(34.666666666 -0.5)
http://www.wikidata.org/entity/Q39109,BR-MG,Point(-44.574444444 -18.958888888)
http://www.wikidata.org/entity/Q39578,MT-43,Point(14.472222222 35.879444444)
http://www.wikidata.org/entity/Q41144,VE-S,Point(-72.12 7.94)
http://www.wikidata.org/entity/Q41154,KR-47,Point(128.75 36.25)
http://www.wikidata.org/entity/Q41278,KR-31,Point(129.316666666 35.55)
http://www.wikidata.org/entity/Q41416,KP-07,Point(127.446111111 39.1475)
http://www.wikidata.org/entity/Q42362,BR-MA,Point(-45.615 -6.184167)
http://www.wikidata.org/entity/Q42508,BR-RR,Point(-61.364 2.1353)
http://www.wikidata.org/entity/Q43695,BR-TO,Point(-48.3714 -10.8863)
http://www.wikidata.org/entity/Q44381,MT-46,Point(14.398888888 35.881666666)
http://www.wikidata.org/entity/Q44381,MT-46,Point(14.39775 35.88258)
http://www.wikidata.org/entity/Q44557,MT-01,Point(14.45 35.9)
http://www.wikidata.org/entity/Q44803,AR-A,Point(-65.416666666 -24.783333333)
http://www.wikidata.org/entity/Q44818,AR-D,Point(-66.35 -33.3)
http://www.wikidata.org/entity/Q44823,AR-S,Point(-62.246111111 -33.722777777)
http://www.wikidata.org/entity/Q44832,AR-V,Point(-67.638 -54.362)
http://www.wikidata.org/entity/Q47896,JP-04,Point(140.966666666 38.35)
http://www.wikidata.org/entity/Q48239,LY-MQ,Point(13.9 25.9)
http://www.wikidata.org/entity/Q49659,LI-06,Point(9.53323 47.24502)
http://www.wikidata.org/entity/Q49662,LI-03,Point(9.50995 47.21986)
http://www.wikidata.org/entity/Q50630,NO-18,Point(14.666666666 66.833333333)
http://www.wikidata.org/entity/Q54939,ES-V,Point(-0.833333333 39.333333333)
http://www.wikidata.org/entity/Q55269,ES-P,Point(-4.520647222 42.432127777)
http://www.wikidata.org/entity/Q55271,ES-BU,Point(-3.666666666 42.383333333)
http://www.wikidata.org/entity/Q58146,HR-13,Point(15.198333333 44.193888888)
http://www.wikidata.org/entity/Q62987,IQ-QA,Point(45.05 31.85)
http://www.wikidata.org/entity/Q66743,IN-PY,Point(79.83 11.93)
http://www.wikidata.org/entity/Q71097,ES-VA,Point(-4.666666666 41.583333333)
http://www.wikidata.org/entity/Q72818,VN-HP,Point(106.666666666 20.8)
http://www.wikidata.org/entity/Q79754,MX-QUE,Point(-100.391 20.591)
http://www.wikidata.org/entity/Q79840,TR-75,Point(42.820833333 41.113055555)
http://www.wikidata.org/entity/Q79861,MX-MIC,Point(-101.899722222 19.168611111)
http://www.wikidata.org/entity/Q79920,MX-NAY,Point(-105.228333333 21.743888888)
http://www.wikidata.org/entity/Q80051,TR-04,Point(43.166666666 39.666666666)
http://www.wikidata.org/entity/Q81863,JP-05,Point(140.1025 39.718611111)
http://www.wikidata.org/entity/Q81972,ES-CO,Point(-4.83333333 38.0)
http://www.wikidata.org/entity/Q82112,MX-MEX,Point(-99.630833333 19.354166666)
http://www.wikidata.org/entity/Q82142,ES-GR,Point(-3.25 37.25)
http://www.wikidata.org/entity/Q83069,TR-54,Point(30.456666666 40.697222222)
http://www.wikidata.org/entity/Q95028,ES-MA,Point(-4.416666666 36.716666666)
http://www.wikidata.org/entity/Q100166,GB-ORK,Point(-3.0 59.0)
http://www.wikidata.org/entity/Q102397,HU-MI,Point(20.783333333 48.1)
http://www.wikidata.org/entity/Q104231,SE-AB,Point(18.166666666 59.333333333)
http://www.wikidata.org/entity/Q105075,SE-U,Point(16.33333 59.75)
http://www.wikidata.org/entity/Q109348,KP-03,Point(124.4 40.1)
http://www.wikidata.org/entity/Q117503,CZ-317,Point(14.7 49.3)
http://www.wikidata.org/entity/Q118863,NZ-N,Point(176.0 -39.0)
http://www.wikidata.org/entity/Q118903,LT-58,Point(25.383333333 54.733333333)
http://www.wikidata.org/entity/Q123304,CO-ANT,Point(-75.566666666 6.216666666)
http://www.wikidata.org/entity/Q123376,JP-38,Point(132.765666666 33.841611111)
http://www.wikidata.org/entity/Q125232,HT-NI,Point(-73.1 18.45)
http://www.wikidata.org/entity/Q125506,TR-76,Point(43.997777777 39.893611111)
http://www.wikidata.org/entity/Q126148,MA-TNG,Point(-5.8125 35.784722222)
http://www.wikidata.org/entity/Q130343,VE-W,Point(-65.356955555 10.929822222)
http://www.wikidata.org/entity/Q131384,TR-44,Point(38.317879 38.347955)
http://www.wikidata.org/entity/Q131597,TR-39,Point(27.471388888 41.681111111)
http://www.wikidata.org/entity/Q133924,JP-44,Point(131.612605555 33.238186111)
http://www.wikidata.org/entity/Q134907,ZA-LP,Point(29.5 -24.0)
http://www.wikidata.org/entity/Q139126,AF-ZAB,Point(67.1 32.1)
http://www.wikidata.org/entity/Q139918,NZ-WKO,Point(175.333333333 -37.5)
http://www.wikidata.org/entity/Q140207,NZ-TKI,Point(174.133333333 -39.3)
http://www.wikidata.org/entity/Q140246,NZ-GIS,Point(178.004167 -38.653056)
http://www.wikidata.org/entity/Q141132,LT-21,Point(21.4 55.7)
http://www.wikidata.org/entity/Q141263,BW-SP,Point(27.916666666 -21.966666666)
http://www.wikidata.org/entity/Q151909,GW-BL,Point(-16.083333333 11.333333333)
http://www.wikidata.org/entity/Q153335,TZ-24,Point(32.833333333 -5.5)
http://www.wikidata.org/entity/Q160734,JP-36,Point(134.559277777 34.06575)
http://www.wikidata.org/entity/Q163271,UA-65,Point(34.0 46.5)
http://www.wikidata.org/entity/Q167001,SI-143,Point(16.05 46.366666666)
http://www.wikidata.org/entity/Q167279,BT-43,Point(91.25 27.0)
http://www.wikidata.org/entity/Q169923,IE-G,Point(-9.0 53.333333333)
http://www.wikidata.org/entity/Q939575,IR-11,Point(60.8669 29.4924)
http://www.wikidata.org/entity/Q2392485,MA-TNG,Point(-5.8 35.76666667)
http://www.wikidata.org/entity/Q21279371,GB-LAN,Point(-2.6 53.8)
http://www.wikidata.org/entity/Q1154121,WS-AA,Point(-171.987377777 -13.890930555)
http://www.wikidata.org/entity/Q1156471,QA-KH,Point(51.31667 25.76667)
http://www.wikidata.org/entity/Q1156471,QA-KH,Point(51.51 25.69)
http://www.wikidata.org/entity/Q1186541,UG-212,Point(34.083333333 0.75)
http://www.wikidata.org/entity/Q1198461,GB-FER,Point(-7.713 54.451)
http://www.wikidata.org/entity/Q1198482,GB-MFT,Point(-6.601 54.752)
http://www.wikidata.org/entity/Q1198492,GB-DOW,Point(-5.731 54.352)
http://www.wikidata.org/entity/Q1198500,GB-STB,Point(-7.27 54.5)
http://www.wikidata.org/entity/Q1917707,SI-076,Point(15.20027 46.44141)
http://www.wikidata.org/entity/Q1917707,SI-076,Point(15.267564 46.455739)
http://www.wikidata.org/entity/Q877034,SO-MU,Point(47.988055555 6.113055555)
http://www.wikidata.org/entity/Q877042,SO-JH,Point(41.6 0.433333333)
http://www.wikidata.org/entity/Q911421,TD-ME,Point(15.366666666 10.266666666)
http://www.wikidata.org/entity/Q915380,RS-17,Point(20.35 43.883333333)
http://www.wikidata.org/entity/Q917397,SI-037,Point(14.51444 45.93583)
http://www.wikidata.org/entity/Q917397,SI-037,Point(14.52888889 45.96027778)
http://www.wikidata.org/entity/Q920496,JM-12,Point(-77.533333333 18.05)
http://www.wikidata.org/entity/Q926530,PS-SLT,Point(35.090278 32.118194)
